Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-4bw7,checkpoint-gv9f,checkpoint-fk7v,branch-gxdo,checkpoint-3ran,branch-az1z,checkpoint-ivyp,checkpoint-lc6f,checkpoint-i3d1,randomiser-ab8b,randomiser-jycv,randomiser-ygby,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display
1,1633098612874,01/10/2021 14:30:12,1633098612691,-4,01/10/2021 10:30:12,50681,20,task-hf2c,,16121325,zb8e0s4z,4764292,,complete,mtcihx,,computer,Desktop or Laptop,Windows 10,Firefox 92.0,1366x768,1319x604,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1633098617264,01/10/2021 14:30:17,1633098617141,-4,01/10/2021 10:30:17,50681,20,task-hf2c,,16121325,zb8e0s4z,4764292,,complete,mtcihx,,computer,Desktop or Laptop,Windows 10,Firefox 92.0,1366x768,1319x604,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,1,WillGetCC,advancementZone,continue_button,4378,,,,,0,1,0,,,,,,Completion code
3,1633098620660,01/10/2021 14:30:20,1633098620552,-4,01/10/2021 10:30:20,50681,20,task-hf2c,,16121325,zb8e0s4z,4764292,,complete,mtcihx,,computer,Desktop or Laptop,Windows 10,Firefox 92.0,1366x768,1319x604,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,2,DontPutWorkerID,advancementZone,continue_button,3388,,,,,0,1,0,,,,,,Completion code
4,1633098623720,01/10/2021 14:30:23,1633098623622,-4,01/10/2021 10:30:23,50681,20,task-hf2c,,16121325,zb8e0s4z,4764292,,complete,mtcihx,,computer,Desktop or Laptop,Windows 10,Firefox 92.0,1366x768,1319x604,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,3,Understand?,buttonA,response_button_text,3050,,,Yes,1,1,0,0,,,,,,Completion code
5,1633098625904,01/10/2021 14:30:25,1633098625792,-4,01/10/2021 10:30:25,50681,20,task-hf2c,,16121325,zb8e0s4z,4764292,,complete,mtcihx,,computer,Desktop or Laptop,Windows 10,Firefox 92.0,1366x768,1319x604,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,4,YesUnderstand,advancementZone,continue_button,2156,,,,,0,1,0,,,,,,Completion code
6,1633098626104,01/10/2021 14:30:26,1633098625810,-4,01/10/2021 10:30:25,50681,20,task-hf2c,,16121325,zb8e0s4z,4764292,,complete,mtcihx,,computer,Desktop or Laptop,Windows 10,Firefox 92.0,1366x768,1319x604,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,6,Blank,Zone1,timelimit_screen,53.38000000000102,,,,,0,1,0,,,1,,,Completion code
7,1633098626104,01/10/2021 14:30:26,1633098625825,-4,01/10/2021 10:30:25,50681,20,task-hf2c,,16121325,zb8e0s4z,4764292,,complete,mtcihx,,computer,Desktop or Laptop,Windows 10,Firefox 92.0,1366x768,1319x604,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,Spreadsheet1,,,END TASK,,,,,13134,,,,,0,1,0,,,,,,
1,1633098635648,01/10/2021 14:30:35,1633098635517,-7,01/10/2021 07:30:35,50681,20,task-hf2c,,16121352,000ejty7,4764295,,complete,bihduf,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1633098637712,01/10/2021 14:30:37,1633098637608,-7,01/10/2021 07:30:37,50681,20,task-hf2c,,16121352,000ejty7,4764295,,complete,bihduf,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,1,WillGetCC,advancementZone,continue_button,1976.8000001907349,,,,,0,1,0,,,,,,Completion code
3,1633098639275,01/10/2021 14:30:39,1633098639185,-7,01/10/2021 07:30:39,50681,20,task-hf2c,,16121352,000ejty7,4764295,,complete,bihduf,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,2,DontPutWorkerID,advancementZone,continue_button,1566,,,,,0,1,0,,,,,,Completion code
4,1633098640213,01/10/2021 14:30:40,1633098640099,-7,01/10/2021 07:30:40,50681,20,task-hf2c,,16121352,000ejty7,4764295,,complete,bihduf,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,3,Understand?,buttonA,response_button_text,893.2999992370605,,,Yes,1,1,0,0,,,,,,Completion code
5,1633098641513,01/10/2021 14:30:41,1633098641424,-7,01/10/2021 07:30:41,50681,20,task-hf2c,,16121352,000ejty7,4764295,,complete,bihduf,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,4,YesUnderstand,advancementZone,continue_button,1309.9000005722046,,,,,0,1,0,,,,,,Completion code
6,1633098641698,01/10/2021 14:30:41,1633098641441,-7,01/10/2021 07:30:41,50681,20,task-hf2c,,16121352,000ejty7,4764295,,complete,bihduf,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,6,Blank,Zone1,timelimit_screen,44.35099999999966,,,,,0,1,0,,,1,,,Completion code
7,1633098641698,01/10/2021 14:30:41,1633098641443,-7,01/10/2021 07:30:41,50681,20,task-hf2c,,16121352,000ejty7,4764295,,complete,bihduf,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,,,END TASK,,,,,5926,,,,,0,1,0,,,,,,
1,1633098665201,01/10/2021 14:31:05,1633098665017,-7,01/10/2021 07:31:05,50681,20,task-hf2c,,16121389,y9wfgagl,4764270,,complete,xjzcie,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1920x1080,1920x969,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1633098702832,01/10/2021 14:31:42,1633098702724,-7,01/10/2021 07:31:42,50681,20,task-hf2c,,16121389,y9wfgagl,4764270,,complete,xjzcie,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1920x1080,1903x969,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,1,WillGetCC,advancementZone,continue_button,37497.60000002384,,,,,0,1,0,,,,,,Completion code
3,1633098721042,01/10/2021 14:32:01,1633098720489,-7,01/10/2021 07:32:00,50681,20,task-hf2c,,16121389,y9wfgagl,4764270,,complete,xjzcie,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1920x1080,1903x969,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,2,DontPutWorkerID,advancementZone,continue_button,17726.30000001192,,,,,0,1,0,,,,,,Completion code
4,1633098727817,01/10/2021 14:32:07,1633098727276,-7,01/10/2021 07:32:07,50681,20,task-hf2c,,16121389,y9wfgagl,4764270,,complete,xjzcie,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1920x1080,1903x969,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,3,Understand?,buttonA,response_button_text,6739.400000035763,,,Yes,1,1,0,0,,,,,,Completion code
5,1633098737514,01/10/2021 14:32:17,1633098736986,-7,01/10/2021 07:32:16,50681,20,task-hf2c,,16121389,y9wfgagl,4764270,,complete,xjzcie,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1920x1080,1903x969,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,4,YesUnderstand,advancementZone,continue_button,9681.5,,,,,0,1,0,,,,,,Completion code
6,1633098737698,01/10/2021 14:32:17,1633098737059,-7,01/10/2021 07:32:17,50681,20,task-hf2c,,16121389,y9wfgagl,4764270,,complete,xjzcie,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1920x1080,1903x969,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,6,Blank,Zone1,timelimit_screen,31.25,,,,,0,1,0,,,1,,,Completion code
7,1633098737698,01/10/2021 14:32:17,1633098737067,-7,01/10/2021 07:32:17,50681,20,task-hf2c,,16121389,y9wfgagl,4764270,,complete,xjzcie,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1920x1080,1903x969,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,,,END TASK,,,,,72050,,,,,0,1,0,,,,,,
1,1633098695620,01/10/2021 14:31:35,1633098695323,-7,01/10/2021 07:31:35,50681,20,task-hf2c,,16121442,hkbrly1v,4764303,,complete,xpwrjh,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1633098740713,01/10/2021 14:32:20,1633098739947,-7,01/10/2021 07:32:19,50681,20,task-hf2c,,16121442,hkbrly1v,4764303,,complete,xpwrjh,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,1,WillGetCC,advancementZone,continue_button,44548.69999998808,,,,,0,1,0,,,,,,Completion code
3,1633098744537,01/10/2021 14:32:24,1633098744346,-7,01/10/2021 07:32:24,50681,20,task-hf2c,,16121442,hkbrly1v,4764303,,complete,xpwrjh,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,2,DontPutWorkerID,advancementZone,continue_button,4390.0999999940395,,,,,0,1,0,,,,,,Completion code
4,1633098747396,01/10/2021 14:32:27,1633098746634,-7,01/10/2021 07:32:26,50681,20,task-hf2c,,16121442,hkbrly1v,4764303,,complete,xpwrjh,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,3,Understand?,buttonA,response_button_text,2277.2999999821186,,,Yes,1,1,0,0,,,,,,Completion code
5,1633098748005,01/10/2021 14:32:28,1633098747873,-7,01/10/2021 07:32:27,50681,20,task-hf2c,,16121442,hkbrly1v,4764303,,complete,xpwrjh,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,4,YesUnderstand,advancementZone,continue_button,1232.9000000059605,,,,,0,1,0,,,,,,Completion code
6,1633098748496,01/10/2021 14:32:28,1633098747884,-7,01/10/2021 07:32:27,50681,20,task-hf2c,,16121442,hkbrly1v,4764303,,complete,xpwrjh,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,6,Blank,Zone1,timelimit_screen,16.666000000004715,,,,,0,1,0,,,1,,,Completion code
7,1633098748496,01/10/2021 14:32:28,1633098747886,-7,01/10/2021 07:32:27,50681,20,task-hf2c,,16121442,hkbrly1v,4764303,,complete,xpwrjh,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,,,END TASK,,,,,52563,,,,,0,1,0,,,,,,
1,1633098696808,01/10/2021 14:31:36,1633098696671,-4,01/10/2021 10:31:36,50681,20,task-hf2c,,16121444,gdyonmv7,4764315,,complete,izhmhu,,computer,Desktop or Laptop,Windows 10,Firefox 92.0,1523x858,1474x674,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1633098703019,01/10/2021 14:31:43,1633098702921,-4,01/10/2021 10:31:42,50681,20,task-hf2c,,16121444,gdyonmv7,4764315,,complete,izhmhu,,computer,Desktop or Laptop,Windows 10,Firefox 92.0,1523x858,1474x674,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,Spreadsheet1,Spreadsheet1,1,1,1,WillGetCC,advancementZone,continue_button,5879,,,,,0,1,0,,,,,,Completion code
3,1633098710650,01/10/2021 14:31:50,1633098710360,-4,01/10/2021 10:31:50,50681,20,task-hf2c,,16121444,gdyonmv7,4764315,,complete,izhmhu,,computer,Desktop or Laptop,Windows 10,Firefox 92.0,1523x858,1474x674,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,Spreadsheet1,Spreadsheet1,1,1,2,DontPutWorkerID,advancementZone,continue_button,7412,,,,,0,1,0,,,,,,Completion code
4,1633098714780,01/10/2021 14:31:54,1633098714685,-4,01/10/2021 10:31:54,50681,20,task-hf2c,,16121444,gdyonmv7,4764315,,complete,izhmhu,,computer,Desktop or Laptop,Windows 10,Firefox 92.0,1523x858,1474x674,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,Spreadsheet1,Spreadsheet1,1,1,3,Understand?,buttonA,response_button_text,4292,,,Yes,1,1,0,0,,,,,,Completion code
5,1633098717076,01/10/2021 14:31:57,1633098716927,-4,01/10/2021 10:31:56,50681,20,task-hf2c,,16121444,gdyonmv7,4764315,,complete,izhmhu,,computer,Desktop or Laptop,Windows 10,Firefox 92.0,1523x858,1474x674,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,Spreadsheet1,Spreadsheet1,1,1,4,YesUnderstand,advancementZone,continue_button,2216,,,,,0,1,0,,,,,,Completion code
6,1633098717245,01/10/2021 14:31:57,1633098716957,-4,01/10/2021 10:31:56,50681,20,task-hf2c,,16121444,gdyonmv7,4764315,,complete,izhmhu,,computer,Desktop or Laptop,Windows 10,Firefox 92.0,1523x858,1474x674,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,Spreadsheet1,Spreadsheet1,1,1,6,Blank,Zone1,timelimit_screen,41.73999999999796,,,,,0,1,0,,,1,,,Completion code
7,1633098717245,01/10/2021 14:31:57,1633098716980,-4,01/10/2021 10:31:56,50681,20,task-hf2c,,16121444,gdyonmv7,4764315,,complete,izhmhu,,computer,Desktop or Laptop,Windows 10,Firefox 92.0,1523x858,1474x674,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,Spreadsheet1,,,END TASK,,,,,20309,,,,,0,1,0,,,,,,
1,1633098700821,01/10/2021 14:31:40,1633098700299,-5,01/10/2021 09:31:40,50681,20,task-hf2c,,16121454,zfmfmp7o,4764320,,complete,sgnrzt,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,2560x1440,2560x1240,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target2,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1633098704916,01/10/2021 14:31:44,1633098704427,-5,01/10/2021 09:31:44,50681,20,task-hf2c,,16121454,zfmfmp7o,4764320,,complete,sgnrzt,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,2560x1440,2560x1240,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,1,WillGetCC,advancementZone,continue_button,4107.300000011921,,,,,0,1,0,,,,,,Completion code
3,1633098706427,01/10/2021 14:31:46,1633098705960,-5,01/10/2021 09:31:45,50681,20,task-hf2c,,16121454,zfmfmp7o,4764320,,complete,sgnrzt,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,2560x1440,2560x1240,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,2,DontPutWorkerID,advancementZone,continue_button,1530.1000000238419,,,,,0,1,0,,,,,,Completion code
4,1633098708352,01/10/2021 14:31:48,1633098707850,-5,01/10/2021 09:31:47,50681,20,task-hf2c,,16121454,zfmfmp7o,4764320,,complete,sgnrzt,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,2560x1440,2560x1240,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,3,Understand?,buttonA,response_button_text,1886.300000011921,,,Yes,1,1,0,0,,,,,,Completion code
5,1633098709321,01/10/2021 14:31:49,1633098708844,-5,01/10/2021 09:31:48,50681,20,task-hf2c,,16121454,zfmfmp7o,4764320,,complete,sgnrzt,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,2560x1440,2560x1240,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,4,YesUnderstand,advancementZone,continue_button,990.6999999880791,,,,,0,1,0,,,,,,Completion code
6,1633098709494,01/10/2021 14:31:49,1633098708847,-5,01/10/2021 09:31:48,50681,20,task-hf2c,,16121454,zfmfmp7o,4764320,,complete,sgnrzt,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,2560x1440,2560x1240,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,6,Blank,Zone1,timelimit_screen,6.916999999999462,,,,,0,1,0,,,1,,,Completion code
7,1633098709494,01/10/2021 14:31:49,1633098708849,-5,01/10/2021 09:31:48,50681,20,task-hf2c,,16121454,zfmfmp7o,4764320,,complete,sgnrzt,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,2560x1440,2560x1240,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target2,Spreadsheet1,,,END TASK,,,,,8550,,,,,0,1,0,,,,,,
1,1633098702238,01/10/2021 14:31:42,1633098702911,-5,01/10/2021 09:31:42,50681,20,task-hf2c,,16121456,dxcrzil7,4764321,,complete,fzalip,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,3440x1440,3440x1297,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target1,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1633098709247,01/10/2021 14:31:49,1633098709927,-5,01/10/2021 09:31:49,50681,20,task-hf2c,,16121456,dxcrzil7,4764321,,complete,fzalip,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,3440x1440,3440x1297,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target1,Spreadsheet1,Spreadsheet1,1,1,1,WillGetCC,advancementZone,continue_button,6993.300000000745,,,,,0,1,0,,,,,,Completion code
3,1633098711528,01/10/2021 14:31:51,1633098712269,-5,01/10/2021 09:31:52,50681,20,task-hf2c,,16121456,dxcrzil7,4764321,,complete,fzalip,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,3440x1440,3440x1297,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target1,Spreadsheet1,Spreadsheet1,1,1,2,DontPutWorkerID,advancementZone,continue_button,2338.5999999996275,,,,,0,1,0,,,,,,Completion code
4,1633098713369,01/10/2021 14:31:53,1633098714030,-5,01/10/2021 09:31:54,50681,20,task-hf2c,,16121456,dxcrzil7,4764321,,complete,fzalip,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,3440x1440,3440x1297,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target1,Spreadsheet1,Spreadsheet1,1,1,3,Understand?,buttonA,response_button_text,1755.5,,,Yes,1,1,0,0,,,,,,Completion code
5,1633098714951,01/10/2021 14:31:54,1633098715687,-5,01/10/2021 09:31:55,50681,20,task-hf2c,,16121456,dxcrzil7,4764321,,complete,fzalip,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,3440x1440,3440x1297,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target1,Spreadsheet1,Spreadsheet1,1,1,4,YesUnderstand,advancementZone,continue_button,1654.9000000003725,,,,,0,1,0,,,,,,Completion code
6,1633098715151,01/10/2021 14:31:55,1633098715690,-5,01/10/2021 09:31:55,50681,20,task-hf2c,,16121456,dxcrzil7,4764321,,complete,fzalip,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,3440x1440,3440x1297,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target1,Spreadsheet1,Spreadsheet1,1,1,6,Blank,Zone1,timelimit_screen,6.923000000000684,,,,,0,1,0,,,1,,,Completion code
7,1633098715151,01/10/2021 14:31:55,1633098715692,-5,01/10/2021 09:31:55,50681,20,task-hf2c,,16121456,dxcrzil7,4764321,,complete,fzalip,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,3440x1440,3440x1297,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target1,Spreadsheet1,,,END TASK,,,,,12781,,,,,0,1,0,,,,,,
1,1633098771387,01/10/2021 14:32:51,1633098771142,-4,01/10/2021 10:32:51,50681,20,task-hf2c,,16121562,qoofzb9k,4764329,,complete,jirrrz,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1536x864,1536x722,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target1,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
